title,Link,is_phone,company,model,storage,name
iPhone X unlocked 256gb,https://chicago.craigslist.org/wcl/mob/d/iphone-unlocked-256gb/6760169344.html,1,apple,iphone x,256gb,nitin
CELL SMARTPHONE/NEW,https://chicago.craigslist.org/nch/mob/d/cell-smartphone-new/6762384178.html,0,,,,nitin
CELL SMARTPHONE/NEW,https://chicago.craigslist.org/nch/mob/d/cell-smartphone-new/6762382811.html,0,,,,nitin
"**LG X-CHARGE W/CASE, LIGHTNING CABLE & CHARGER IN PERFECT CONDITION**",https://chicago.craigslist.org/sox/mob/d/lg-charge-case-lightning/6762339186.html,0,,,,nitin
SAMSUNG GALAXY NOTE 8 CASES (BRAND NEW),https://chicago.craigslist.org/wcl/mob/d/samsung-galaxy-note-8-cases/6762378487.html,0,,,,nitin
Samsung Galaxy Avant G386T (T-Mobile),https://chicago.craigslist.org/wcl/mob/d/samsung-galaxy-avant-g386t/6756856888.html,1,samsung,galaxy avant g386T,,nitin
"Brand New LG Optimus L9 Cell Phone Protection Case , L9.",https://chicago.craigslist.org/chc/mob/d/brand-new-lg-optimus-l9-cell/6745536119.html,0,,,,nitin
Samsung Galaxy Note8 OTTER BOX Protective case (NEW),https://chicago.craigslist.org/wcl/mob/d/samsung-galaxy-note8-otter/6760585559.html,0,,,,nitin
!7 8+ X XS Xmax and S8 S9 note9 (WANTED),https://chicago.craigslist.org/nwc/mob/d/7-8-xs-xmax-and-s8-s9-note9/6762254053.html,0,,,,nitin
X-Doria Defense Lux Cell Phone Case,https://chicago.craigslist.org/nwi/mob/d/doria-defense-lux-cell-phone/6762371004.html,0,,,,nitin
"Mophie Battery Case For iPhone 7,8 Plus",https://chicago.craigslist.org/nwi/mob/d/mophie-battery-case-for/6762370814.html,0,,,,nitin
Duracell 852-0257 USB Lithium Ion PowerSource Mini For Cell Phones,https://chicago.craigslist.org/nwc/mob/d/duracellusb-lithium-ion/6762370631.html,0,,,,nitin
Samsung Galaxy S6 32GB (MetroPCS) G920T,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s6-32gb/6756253488.html,1,samsung,galaxy s6,32gb,nitin
iPhone 6 Factory Unlocked 16gb,https://chicago.craigslist.org/nwc/mob/d/iphone-6-factory-unlocked-16gb/6762367811.html,1,apple,iphone 6,16gb,nitin
IPhone 5s,https://chicago.craigslist.org/nwc/mob/d/iphone-5s/6762365716.html,1,apple,iphone 5s,,nitin
Sprint/ Virgin Mobile Phone w/$403 Fully Transferable,https://chicago.craigslist.org/nwc/mob/d/sprint-virgin-mobile-phone/6762349638.html,0,,,,nitin
Verizon IPhone 7 Plus 128G,https://chicago.craigslist.org/wcl/mob/d/verizon-iphone-7-plus-128g/6762359190.html,1,apple,iphone 7 plus,128gb,nitin
iPhone 6 16gb Gold Factory Unlocked,https://chicago.craigslist.org/chc/mob/d/iphone-6-16gb-gold-factory/6762358043.html,1,apple,iphone 6,16gb,nitin
Red iPhone 8 64gb Verizon like new,https://chicago.craigslist.org/chc/mob/d/red-iphone-8-64gb-verizon/6755506491.html,1,apple,iphone 8,64gb,nitin
"**NOKIA NOTE 6.1 - TA1045 - CASE, LIGHTING CABLE, CHARGER - UNLOCKED**",https://chicago.craigslist.org/sox/mob/d/nokia-note-61-ta1045-case/6762336520.html,1,nokia,note 6.1,,nitin
New Staples 22213 Dual device rapid vehicle charger,https://chicago.craigslist.org/sox/mob/d/new-staplesdual-device-rapid/6739857507.html,0,,,,nitin
Unlocked iPhone 7 128g Rose Gold Mint Condition,https://chicago.craigslist.org/nwc/mob/d/unlocked-iphone-7-128g-rose/6762339741.html,1,apple,iphone 7,128gb,nitin
IPHONE 7 128GB ROSE GOLD UNLOCKED - LIKE NEW CONDITION,https://chicago.craigslist.org/sox/mob/d/iphone-7-128gb-rose-gold/6762331063.html,1,apple,iphone 7,128gb,nitin
HTC u11 Unlocked Mint condition,https://chicago.craigslist.org/nwc/mob/d/htc-u11-unlocked-mint/6752757774.html,1,htc,u11,,nitin
IPHONE 7 128GB ROSE GOLD UNLOCKED - LIKE NEW CONDITION,https://chicago.craigslist.org/sox/mob/d/iphone-7-128gb-rose-gold/6762331400.html,1,apple,iphone 7,128gb,nitin
IPHONE 7 128GB ROSE GOLD UNLOCKED - LIKE NEW CONDITION,https://chicago.craigslist.org/wcl/mob/d/iphone-7-128gb-rose-gold/6762330707.html,1,apple,iphone 7,128gb,nitin
iPhone 7 plus,https://chicago.craigslist.org/chc/mob/d/iphone-7-plus/6762328323.html,1,apple,iphone 7 plus,,nitin
"Galaxy S6 , Verizon , Mint",https://chicago.craigslist.org/chc/mob/d/galaxy-s6-verizon-mint/6762306391.html,1,samsung,galaxy s6,,nitin
I phone 6,https://chicago.craigslist.org/sox/mob/d/phone-6/6762323545.html,1,apple,iphone 6,,nitin
iPhone 6 Broken Screen Replacement cheap,https://chicago.craigslist.org/chc/mob/d/iphone-6-broken-screen/6762216412.html,0,,,,nitin
i-Pad & i-Phone Glass Change for Cheap,https://chicago.craigslist.org/chc/mob/d/pad-phone-glass-change-for/6762211748.html,0,,,,nitin
iPhone iPad Samsung Screen LCD Battery Repair 8/8+ 7/7+ /6S/6+ /5S,https://chicago.craigslist.org/chc/mod/d/iphone-ipad-samsung-screen/6762320055.html,0,,,,nitin
IPHONE XS MAX SAMSUNG NOTE9 NEW PHONES HERE@AIRTEC 410 S CLARK...,https://chicago.craigslist.org/chc/mob/d/iphone-xs-max-samsung-note9/6753156276.html,0,,,,nitin
iPhone 6s,https://chicago.craigslist.org/nwc/mob/d/iphone-6s/6756588149.html,1,apple,iphone 6s,,nitin
iPhone 7,https://chicago.craigslist.org/nwc/mob/d/iphone-7/6762301311.html,1,apple,iphone 7,,nitin
5 iPhone charger,https://chicago.craigslist.org/nwc/mob/d/5-iphone-charger/6762299268.html,0,,,,nitin
iPhone 6s Plus 128 GB ATT,https://chicago.craigslist.org/sox/mob/d/iphone-6s-plus-128-gb-att/6762286298.html,1,apple,iphone 6s,128gb,nitin
BRAND NEW SAMSUNG S9,https://chicago.craigslist.org/wcl/mob/d/brand-new-samsung-s9/6762277861.html,1,samsung,galaxy s9,,nitin
iPhone 8 LCD Re-pair Best Price,https://chicago.craigslist.org/chc/mob/d/iphone-8-lcd-re-pair-best/6762210439.html,0,,,,nitin
Sandisk 64gb micro sd,https://chicago.craigslist.org/nwi/mob/d/sandisk-64gb-micro-sd/6762256242.html,0,,,,nitin
iPhone 8 Plus 256GB Unlocked,https://chicago.craigslist.org/nch/mob/d/iphone-8-plus-256gb-unlocked/6749738347.html,1,apple,iphone 8 plus,256gb,nitin
Apple Watch Series 3 GPS+LTE 42MM,https://chicago.craigslist.org/nch/mob/d/apple-watch-series-3-gpslte/6754461467.html,0,,,,nitin
Simple mobile by t mobile lg x phone 4g LTE New Retails 70.00 Our pric,https://chicago.craigslist.org/chc/mob/d/simple-mobile-by-mobile-lg/6739684929.html,1,lg,x,,nitin
At&t prepaid unlimited talk &text lg b470 Retails 20.00 Our price 10.0,https://chicago.craigslist.org/chc/mob/d/att-prepaid-unlimited-talk/6739677020.html,0,,,,nitin
Verizon mobile hotspot ellipsis jetpack Retails 40 Our price 20,https://chicago.craigslist.org/chc/mob/d/verizon-mobile-hotspot/6739722968.html,0,,,,nitin
Jambra WAVE Bluetooth headset,https://chicago.craigslist.org/nwi/mob/d/jambra-wave-bluetooth-headset/6762244604.html,0,,,,nitin
Huawei watch 2 classic like new,https://chicago.craigslist.org/sox/mob/d/huawei-watch-2-classic-like/6762242979.html,0,,,,nitin
"NEW SAMSUNG GALAXY A8, BLACK, 64GB, (UNLOCKED)",https://chicago.craigslist.org/nwc/mob/d/new-samsung-galaxy-a8-black/6756753236.html,1,samsung,galaxy a8,64gb,nitin
"NEW SAMSUNG GALAXY A6, 32GB, DUAL SIM, (UNLOCKED)",https://chicago.craigslist.org/nwc/mob/d/new-samsung-galaxy-a6-32gb/6756763802.html,1,samsung,galaxy a6,32gb,nitin
"NEW LG K8, (UNLOCKED)",https://chicago.craigslist.org/nwc/mob/d/new-lg-k8-unlocked/6756768413.html,1,lg,k8,,nitin
"iPhone 6 Plus Case,iPhone 6S Plus Case Hundromi Iphone 6 6S Plus Plast",https://chicago.craigslist.org/sox/mob/d/iphone-6-plus-caseiphone-6s/6738595729.html,0,,,,nitin
Slide Case For iPhone XR/XS Max Shockproof Cardholder Wallet Designed,https://chicago.craigslist.org/sox/mob/d/slide-case-for-iphone-xr-xs/6738603098.html,0,,,,nitin
"NEW SAMSUNG GALAXY A6+, 32GB, GOLD, (UNLOCKED)",https://chicago.craigslist.org/nwc/mob/d/new-samsung-galaxy-a6-32gb/6756758729.html,1,samsung,galaxy a6 plus,32gb,nitin
iPhone X 64gb Unlocked Model Space Grey Mint Condition,https://chicago.craigslist.org/nwc/mob/d/iphone-64gb-unlocked-model/6762234929.html,1,apple,iphone x,64gb,nitin
seven 8 8plus X XR Xmax S8 S9((Top buyer),https://chicago.craigslist.org/nwc/mob/d/seven-8-8plus-xr-xmax-s8/6762163179.html,0,,,,nitin
Samsung Galaxy Note 9,https://chicago.craigslist.org/sox/mob/d/samsung-galaxy-note-9/6756271408.html,1,samsung,galaxy note 9,,nitin
Samsung Galaxy Note 9,https://chicago.craigslist.org/nwi/mob/d/samsung-galaxy-note-9/6756271177.html,1,samsung,galaxy note 9,,nitin
Samsung Galaxy Note 9,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note-9/6756271034.html,1,samsung,galaxy note 9,,nitin
*^* Brand New SEALED LG V40 ThinQ w/B&O Play Headset - Unlocked! *^*,https://chicago.craigslist.org/chc/mob/d/brand-new-sealed-lg-v40-thinq/6762217022.html,1,lg,v40,,nitin
I-Phone 6-7-8 Screen fix 4 Cheap,https://chicago.craigslist.org/chc/mob/d/phonescreen-fix-4-cheap/6739819903.html,0,,,,nitin
iPhone & iPad Cracked Screen Change Fast,https://chicago.craigslist.org/chc/mob/d/iphone-ipad-cracked-screen/6755075100.html,0,,,,nitin
iPhone Broken Screen Replacement reasonable,https://chicago.craigslist.org/chc/mob/d/iphone-broken-screen/6742263374.html,0,,,,nitin
Galaxy & iPhone Screen Re-pair in Best Rate,https://chicago.craigslist.org/chc/mob/d/galaxy-iphone-screen-re-pair/6745685079.html,0,,,,nitin
////lg v10\\\\,https://chicago.craigslist.org/chc/mob/d/lg-v10/6762200074.html,1,lg,v10,,nitin
*^* Brand New Unlocked Google Pixel 2; Including Accessories! *^*,https://chicago.craigslist.org/chc/mob/d/brand-new-unlocked-google/6762211804.html,0,,,,nitin
*^* Brand New Unlocked Google Pixel 2; includes Accessories! *^*,https://chicago.craigslist.org/nwc/mob/d/brand-new-unlocked-google/6762207815.html,0,,,,nitin
Apple IPhones + Samsung's lcd replacent while u wait,https://chicago.craigslist.org/nwc/mob/d/apple-iphones-samsungs-lcd/6762092657.html,0,,,,nitin
iphone 6 uNlocked (Verizon) + ATT Tmobile Cricket MetroPCS + Worldwide,https://chicago.craigslist.org/sox/mob/d/iphone-6-unlocked-verizon-att/6751466154.html,0,,,,nitin
Custom Cell Phone Stands,https://chicago.craigslist.org/wcl/mob/d/custom-cell-phone-stands/6762196205.html,0,,,,nitin
Samsung Galaxy S7 Edge Gold 32GB - SM-G935V Verizon 4G LTE Smartphone,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s7-edge-gold/6752683976.html,1,samsung,galaxy s7,32gb,nitin
*^*Brand New SEALED LG V40 ThinQ w/B&O Play Headset - UNLOCKED!*^*,https://chicago.craigslist.org/nwc/mob/d/brand-new-sealed-lg-v40-thinq/6751941391.html,1,lg,v40,,nitin
Unlocked Samsung Galaxy Note 5,https://chicago.craigslist.org/chc/mod/d/unlocked-samsung-galaxy-note-5/6762193318.html,1,samsung,galaxy note 5,,nitin
Unlocked Samsung Galaxy S7,https://chicago.craigslist.org/chc/mod/d/unlocked-samsung-galaxy-s7/6762192462.html,1,samsung,galaxy s7,,nitin
Unlocked Samsung Galaxy S6 Edge,https://chicago.craigslist.org/chc/mod/d/unlocked-samsung-galaxy-s6/6762191531.html,1,samsung,galaxy s6,,nitin
Unlocked Samsung Galaxy S6,https://chicago.craigslist.org/chc/mod/d/unlocked-samsung-galaxy-s6/6762190768.html,1,samsung,galaxy s6,,nitin
Unlocked Samsung Galaxy S5,https://chicago.craigslist.org/chc/mod/d/unlocked-samsung-galaxy-s5/6762189231.html,1,samsung,galaxy s5,,nitin
Verizon Wireless Universal Vehicle Charger,https://chicago.craigslist.org/nwc/mob/d/verizon-wireless-universal/6749606222.html,0,,,,nitin
Blackberry chargers/batteries/USB Cable,https://chicago.craigslist.org/nwc/mob/d/blackberry-chargers-batteries/6749587943.html,0,,,,nitin
Unlocked iPhone 7,https://chicago.craigslist.org/chc/mod/d/unlocked-iphone-7/6762177190.html,1,apple,iphone 7,,nitin
Unlocked iPhone 6s,https://chicago.craigslist.org/chc/mod/d/unlocked-iphone-6s/6762176270.html,1,apple,iphone 6s,,nitin
Unlocked iPhone 6 128GB,https://chicago.craigslist.org/chc/mod/d/unlocked-iphone-6-128gb/6762175108.html,1,apple,iphone 6,128gb,nitin
Unlocked iPhone 6,https://chicago.craigslist.org/chc/mod/d/unlocked-iphone-6/6762172961.html,1,apple,iphone 6,,nitin
Unlocked iPhone 5s 32GB,https://chicago.craigslist.org/chc/mod/d/unlocked-iphone-5s-32gb/6762171614.html,1,apple,iphone 5s,32gb,nitin
Unlocked iPhone 5c,https://chicago.craigslist.org/chc/mod/d/unlocked-iphone-5c/6762170482.html,1,apple,iphone 5c,,nitin
Unlocked iPhone 5C 5 5S 6 6+ 6S 6S+ 7,https://chicago.craigslist.org/chc/mod/d/unlocked-iphone-5c-5-5s-6-6/6762169326.html,0,,,,nitin
Unlocked Samsung Galaxy S4 S5 S6 S6 Edge S7 Note 5,https://chicago.craigslist.org/chc/mod/d/unlocked-samsung-galaxy-s4-s5/6762167900.html,0,,,,nitin
FENDER SQUIER STRATOCASTER MILLER GENUINE DRAFT BEER GUITAR,https://chicago.craigslist.org/sox/mob/d/fender-squier-stratocaster/6762148939.html,0,,,,nitin
Apple Watch Series 3(GPS+Cellular) - with care Till February 2020,https://chicago.craigslist.org/chc/mob/d/apple-watch-series/6762145030.html,0,,,,nitin
COOL SMALL PHONE,https://chicago.craigslist.org/nwc/mob/d/cool-small-phone/6750839781.html,0,,,,nitin
Blackberry cell phones and accessories,https://chicago.craigslist.org/chc/mob/d/blackberry-cell-phones-and/6742951636.html,0,,,,nitin
Lifeproof FRĒ Waterproof Case for iPhone 6/6S,https://chicago.craigslist.org/chc/mob/d/lifeproof-fr-waterproof-case/6762128353.html,0,,,,nitin
Samsung Galaxy S7 Edge Blue 32GB + 128GB Flash AT&T,https://chicago.craigslist.org/nch/mob/d/samsung-galaxy-s7-edge-blue/6762126350.html,1,samsung,galaxy s7,32gb,nitin
Samsung Galaxy Note 5,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note-5/6759785767.html,1,samsung,galaxy note 5,,nitin
iPHONE 7 PLUS for sale!!! Nearly PERFECT condition,https://chicago.craigslist.org/nwc/mob/d/iphone-7-plus-for-sale-nearly/6762119345.html,1,apple,iphone 7 plus,,nitin
IPHONE 7 PLUS for sale!!! Nearly PERFECT condition,https://chicago.craigslist.org/chc/mob/d/iphone-7-plus-for-sale-nearly/6762115124.html,1,apple,iphone 7 plus,,nitin
Selling Silver iPHONE 6S Plus UNLOCKED Any Carrier 32GB Good Condition,https://chicago.craigslist.org/nch/mob/d/selling-silver-iphone-6s-plus/6762080453.html,1,apple,iphone 6s,32gb,nitin
Tracfones Prepaid Cellular Phones,https://chicago.craigslist.org/chc/mob/d/tracfones-prepaid-cellular/6762086485.html,0,,,,nitin
Samsung S7,https://chicago.craigslist.org/nwc/mob/d/samsung-s7/6762079471.html,1,samsung,galaxy s7,,nitin
Wanted iPhones,https://chicago.craigslist.org/nch/mob/d/wanted-iphones/6752228827.html,0,,,,nitin
***Iphone 7 plus 32GB - Matte Black***,https://chicago.craigslist.org/chc/mob/d/iphone-7-plus-32gb-matte-black/6759810297.html,1,apple,iphone 7 plus,32gb,nitin
SAMSUNG Galaxy S6 Edge Cell Phone Unlocked. Cracked Screen. $135 OBO,https://chicago.craigslist.org/nwc/mob/d/samsung-galaxy-s6-edge-cell/6755092323.html,1,samsung,galaxy s6,,nitin
IPHONE SE 16GB,https://chicago.craigslist.org/nwi/mob/d/iphone-se-16gb/6762056938.html,1,apple,iphone se,16gb,nitin
iPhone 6s 16GB Rose Gold. Unlocked. Like New. Everything In Box. $250,https://chicago.craigslist.org/nwc/mob/d/iphone-6s-16gb-rose-gold/6760200430.html,1,apple,iphone 6s,16gb,nitin
Motorola Droid RAZR XT912 | Verizon Service,https://chicago.craigslist.org/wcl/mob/d/motorola-droid-razr-xt912/6743364663.html,1,motorola,droid razr xt912,,nitin
New iPhone 7+ car bounding kit,https://chicago.craigslist.org/wcl/mob/d/new-iphone-7-car-bounding-kit/6762030937.html,0,,,,nitin
Samsung Galaxy Note SH-VE160S,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note-sh-ve160s/6755944793.html,1,samsung,galaxy note,,nitin
iPhone 7 UNLOCKED 32GB with box and case,https://chicago.craigslist.org/chc/mob/d/iphone-7-unlocked-32gb-with/6759829158.html,1,apple,iphone 7,32gb,nitin
iPhone 7 UNLOCKED 32GB with box and case,https://chicago.craigslist.org/nwc/mob/d/iphone-7-unlocked-32gb-with/6760354481.html,1,apple,iphone 7,32gb,nitin
T-Mobile and AT&T Cell Phone Plan /SIM Card for iPhone & Android Phone,https://chicago.craigslist.org/wcl/mob/d/mobile-and-att-cell-phone/6754981634.html,0,,,,nitin
T-Mobile and AT&T Cell Phone Plan /SIM Card for iPhone & Android Phone,https://chicago.craigslist.org/wcl/mob/d/mobile-and-att-cell-phone/6754981692.html,0,,,,nitin
Lifeproof FRE SERIES iPhone 6 Plus Plus Waterproof Case,https://chicago.craigslist.org/wcl/mob/d/lifeproof-fre-series-iphone-6/6747225197.html,0,,,,nitin
"Cases Otter Box to IPhone 7 Plus , 8 pls",https://chicago.craigslist.org/chc/mob/d/cases-otter-box-to-iphone-7/6762020653.html,0,,,,nitin
Samsung Gear VR Oculus - Black **UNOPENED**,https://chicago.craigslist.org/nwi/mob/d/samsung-gear-vr-oculus-black/6760318896.html,0,,,,nitin
Vtech New DS6722-3 Handset Connects to Cell Answering System,https://chicago.craigslist.org/wcl/mob/d/vtech-new-dshandset-connects/6759173412.html,0,,,,nitin
2 unlocked mint iPhone 4S and 1 new motorola moto e4,https://chicago.craigslist.org/sox/mob/d/2-unlocked-mint-iphone-4s-and/6753272439.html,0,,,,nitin
samsung galaxy s 9 plus like new,https://chicago.craigslist.org/sox/mob/d/samsung-galaxy-9-plus-like-new/6761994688.html,1,samsung,galaxy s9 plus,,nitin
Google Pixel 2 XL w/Apple Airpods & 4 Cases,https://chicago.craigslist.org/chc/mob/d/google-pixel-2-xl-apple/6759258944.html,1,google,pixel 2 xl,,nitin
Samsung S3 Frontier LTE (unlocked),https://chicago.craigslist.org/nch/mob/d/samsung-s3-frontier-lte/6761982851.html,1,samsung,galaxy s3,,nitin
Apple Watch series 1,https://chicago.craigslist.org/nwc/mob/d/apple-watch-series-1/6761959103.html,0,,,,nitin
iPhone X 256gb unlocked,https://chicago.craigslist.org/nwi/mob/d/iphone-256gb-unlocked/6761957018.html,1,apple,iphone x,256gb,nitin
Kyocera Hydro Shore AT&T cellphone,https://chicago.craigslist.org/wcl/mob/d/kyocera-hydro-shore-att/6761941543.html,0,,,,nitin
Apple iPhone X Grey 256GB Tmobile Great Condition,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-grey-256gb/6761940010.html,1,apple,iphone x,256gb,nitin
iPhone XR 64 GB,https://chicago.craigslist.org/sox/mob/d/iphone-xr-64-gb/6761944588.html,1,apple,iphone xr,64gb,nitin
LG G5 smart phone,https://chicago.craigslist.org/chc/mob/d/lg-g5-smart-phone/6761944297.html,1,lg,g5,,nitin
Samsung Note 8 Tmobile,https://chicago.craigslist.org/chc/mob/d/samsung-note-8-tmobile/6761944134.html,1,samsung,galaxy note 8,,nitin
iPhone XR 64GB,https://chicago.craigslist.org/chc/mob/d/iphone-xr-64gb/6761944047.html,1,apple,iphone xr,64gb,nitin
Cell & iPad holder,https://chicago.craigslist.org/chc/mob/d/cell-ipad-holder/6756015676.html,0,,,,nitin
Bluetooth,https://chicago.craigslist.org/chc/mob/d/bluetooth/6746393534.html,0,,,,nitin
Plantronics Voyager Pro 5200 Bluetooth,https://chicago.craigslist.org/chc/mob/d/plantronics-voyager-pro-5200/6756015830.html,0,,,,nitin
Apple iPhone 7 32GB ROSE GOLD Brand NEW IN BOX Factory UNLOCKED w Accessories,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-7-32gb-rose-gold/6739161679.html,1,apple,iphone 7,32gb,nitin
Apple iPhone 7 128GB JET BLACK Factory UNLOCKED Brand NEW in BOX w/ Accessories,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-7-128gb-jet/6739147622.html,1,apple,iphone 7,128gb,nitin
iPhone 6s 64GB Unlocked Like New Space Gray,https://chicago.craigslist.org/nwc/mob/d/iphone-6s-64gb-unlocked-like/6761926882.html,1,apple,iphone 6s,64gb,nitin
Samsung Galaxy S7,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s7/6761926228.html,1,samsung,galaxy s7,,nitin
LG G6 4G LTE 32GB Factory Unlocked,https://chicago.craigslist.org/chc/mob/d/lg-g6-4g-lte-32gb-factory/6759758735.html,1,lg,galaxy g6,32gb,nitin
Brand New Sealed Iphone XR - 64gb - White gsm unlocked,https://chicago.craigslist.org/chc/mob/d/brand-new-sealed-iphone-xr/6761905519.html,1,apple,iphone xr,64gb,nitin
HTC ONE - 4G LTE - Smartphone 📱 (Verizon Wireless) Obo!,https://chicago.craigslist.org/chc/mob/d/htc-one-4g-lte-smartphone/6761912918.html,1,htc,one,,nitin
OtterBox Commuter Case for Samsung Galaxy Note 5 - Purple *Cover OEM,https://chicago.craigslist.org/sox/mob/d/otterbox-commuter-case-for/6751802581.html,0,,,,nitin
Brand New Sealed Iphone XR - 64gb - White,https://chicago.craigslist.org/nch/mob/d/brand-new-sealed-iphone-xr/6761905650.html,1,apple,iphone xr,64gb,nitin
T-Mobile IPhone X 256gb,https://chicago.craigslist.org/nch/mob/d/mobile-iphone-256gb/6761901258.html,1,apple,iphone x,256gb,nitin
Alcatel Pixi 4 (6),https://chicago.craigslist.org/nwc/mob/d/alcatel-pixi-4-6/6756573707.html,0,,,,nitin
New cell phone cases,https://chicago.craigslist.org/chc/mob/d/new-cell-phone-cases/6745501113.html,0,,,,nitin
Pixel 3 XL Google Fiber Case,https://chicago.craigslist.org/nwi/mob/d/pixel-3-xl-google-fiber-case/6761881635.html,0,,,,nitin
NEW ORIGINAL Samsung GALAXY S7 S VIEW COVER case,https://chicago.craigslist.org/chc/mob/d/new-original-samsung-galaxy/6761879084.html,0,,,,nitin
"Samsung Galaxy Note 4 White- Otterbox Case Included, And More",https://chicago.craigslist.org/wcl/mob/d/samsung-galaxy-note-4-white/6756067383.html,1,samsung,galaxy note 4,,nitin
Smallest phone in the world,https://chicago.craigslist.org/wcl/mob/d/smallest-phone-in-the-world/6761869942.html,0,,,,nitin
Verizon LG Lucid,https://chicago.craigslist.org/chc/mob/d/verizon-lg-lucid/6744213832.html,1,lg,lucid,,nitin
iPod Touch 128 gb 6 gen (like New) White,https://chicago.craigslist.org/sox/mob/d/ipod-touch-128-gb-6-gen-like/6761854331.html,0,,,,nitin
Apple iPhone 8 Plus - 256GB - Silver (Verizon) A1864 (CDMA + GSM),https://chicago.craigslist.org/chc/mob/d/apple-iphone-8-plus-256gb/6761848304.html,1,apple,iphone 8 plus,256gb,nitin
"•*•*""*•►Cell phone issues? WeFixPhones has ur SOLUTIONS",https://chicago.craigslist.org/chc/mob/d/cell-phone-issues-wefixphones/6761799404.html,0,,,,nitin
Apple iPhone X - 256Gb- Space Gray (Verizon) a1865 (CDMA + GSM),https://chicago.craigslist.org/chc/mob/d/apple-iphone-256gb-space-gray/6761837113.html,1,apple,iphone x,256gb,nitin
Samsung Galaxy S9 64GB Factory Unlocked,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s9-64gb/6761833607.html,1,samsung,galaxy s9,64gb,nitin
Samsung Galaxy S9+ Factory Unlocked,https://chicago.craigslist.org/nwc/mob/d/samsung-galaxy-s9-factory/6761831989.html,1,samsung,galaxy s9 plus,,nitin
Samsung Galaxy S9 64 GB Unlocked,https://chicago.craigslist.org/nwc/mob/d/samsung-galaxy-s9-64-gb/6761830908.html,1,samsung,galaxy s9,64gb,nitin
Iphone 5 32 GB,https://chicago.craigslist.org/chc/mob/d/iphone-5-32-gb/6761827234.html,1,apple,iphone 5,32gb,nitin
"NEW SAMSUNG GALAXY S7, BLACK, SPRINT & BOOST MOBILE",https://chicago.craigslist.org/nwc/mob/d/new-samsung-galaxy-s7-black/6761822871.html,1,samsung,galaxy s7,,nitin
Samsung galaxy S9 unlocked Mint,https://chicago.craigslist.org/nwc/mob/d/samsung-galaxy-s9-unlocked/6761822877.html,1,samsung,galaxy s9,,nitin
Samsung Galaxy s9,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s9/6761816474.html,1,samsung,galaxy s9,,nitin
Samsung Galaxy s9,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s9/6750132500.html,1,samsung,galaxy s9,,nitin
I phone7 plus 128gb unlucked,https://chicago.craigslist.org/nwc/mob/d/phone7-plus-128gb-unlucked/6761811786.html,1,apple,iphone 7 plus,128gb,nitin
Brand New iPhone X unlocked Verizon,https://chicago.craigslist.org/wcl/mob/d/brand-new-iphone-unlocked/6761811672.html,1,apple,iphone x,,nitin
Switch to Cricket!Cambiese a cricket!,https://chicago.craigslist.org/nwc/mob/d/switch-to-cricketcambiese/6761740260.html,0,,,,nitin
iPhone 6s 64GB Gold AT&T Unlocked,https://chicago.craigslist.org/nwc/mob/d/iphone-6s-64gb-gold-att/6751417663.html,1,apple,iphone 6s,64gb,nitin
Samsung S8 Active (T Mobile),https://chicago.craigslist.org/chc/mob/d/samsung-s8-active-mobile/6739582356.html,1,samsung,galaxy s8,,nitin
